user_id,event_date,converted,variant,signup_month,event_month
685,2024-01-04,0,variant,2024-01,2024-01
904,2024-04-19,1,variant,2024-04,2024-04
733,2024-04-10,1,control,2024-04,2024-04
631,2024-04-13,0,control,2024-04,2024-04
309,2024-02-18,0,control,2024-02,2024-02
695,2024-02-21,0,variant,2024-01,2024-02
288,2024-04-06,0,control,2024-03,2024-04
307,2024-03-27,0,variant,2024-03,2024-03
812,2024-06-17,0,control,2024-06,2024-06
594,2024-04-03,0,control,2024-03,2024-04
966,2024-01-20,0,variant,2024-01,2024-01
914,2024-04-27,0,control,2024-04,2024-04
723,2024-02-22,0,control,2024-02,2024-02
662,2024-04-22,0,control,2024-04,2024-04
549,2024-03-27,1,control,2024-03,2024-03
352,2024-06-20,0,variant,2024-06,2024-06
312,2024-03-16,0,variant,2024-03,2024-03
873,2024-02-21,0,control,2024-02,2024-02
59,2024-03-02,0,variant,2024-02,2024-03
643,2024-04-26,1,control,2024-04,2024-04
924,2024-04-09,0,variant,2024-03,2024-04
714,2024-03-12,0,variant,2024-03,2024-03
755,2024-06-30,0,variant,2024-06,2024-06
35,2024-03-27,0,control,2024-03,2024-03
445,2024-05-28,0,control,2024-05,2024-05
93,2024-05-01,0,control,2024-04,2024-05
950,2024-02-06,0,variant,2024-01,2024-02
959,2024-06-21,0,variant,2024-06,2024-06
207,2024-01-12,1,control,2024-01,2024-01
353,2024-03-16,0,variant,2024-03,2024-03
903,2024-04-09,0,control,2024-03,2024-04
332,2024-02-23,0,control,2024-02,2024-02
817,2024-04-16,0,control,2024-04,2024-04
862,2024-06-20,1,control,2024-06,2024-06
725,2024-03-01,0,control,2024-02,2024-03
159,2024-05-26,0,variant,2024-05,2024-05
954,2024-05-10,0,control,2024-05,2024-05
957,2024-07-15,0,control,2024-05,2024-07
24,2024-02-29,0,variant,2024-02,2024-02
404,2024-04-24,0,control,2024-04,2024-04
805,2024-04-11,0,variant,2024-04,2024-04
516,2024-07-12,0,control,2024-06,2024-07
732,2024-04-25,0,variant,2024-04,2024-04
364,2024-04-05,0,variant,2024-03,2024-04
382,2024-03-19,1,control,2024-03,2024-03
532,2024-03-13,0,variant,2024-03,2024-03
956,2024-05-03,0,variant,2024-04,2024-05
152,2024-04-11,0,variant,2024-04,2024-04
562,2024-03-22,0,control,2024-03,2024-03
689,2024-06-16,0,control,2024-06,2024-06
947,2024-05-18,0,variant,2024-04,2024-05
608,2024-05-03,0,variant,2024-04,2024-05
617,2024-04-22,0,control,2024-03,2024-04
420,2024-03-03,0,control,2024-02,2024-03
250,2024-02-03,0,control,2024-01,2024-02
117,2024-02-04,0,control,2024-01,2024-02
866,2024-02-08,0,control,2024-02,2024-02
512,2024-06-01,0,control,2024-05,2024-06
740,2024-01-08,0,control,2024-01,2024-01
578,2024-06-20,0,control,2024-06,2024-06
335,2024-01-13,0,variant,2024-01,2024-01
418,2024-03-23,0,control,2024-03,2024-03
932,2024-05-26,0,control,2024-05,2024-05
774,2024-06-03,0,control,2024-06,2024-06
295,2024-06-25,0,variant,2024-06,2024-06
938,2024-04-29,0,variant,2024-04,2024-04
755,2024-06-26,0,variant,2024-06,2024-06
371,2024-05-25,1,control,2024-05,2024-05
186,2024-06-08,1,variant,2024-06,2024-06
246,2024-02-28,0,control,2024-02,2024-02
637,2024-06-07,0,control,2024-04,2024-06
268,2024-02-05,0,variant,2024-01,2024-02
643,2024-04-24,0,variant,2024-04,2024-04
237,2024-03-04,0,variant,2024-02,2024-03
530,2024-04-11,0,variant,2024-04,2024-04
552,2024-04-15,0,variant,2024-03,2024-04
21,2024-02-02,0,control,2024-02,2024-02
911,2024-02-18,0,control,2024-02,2024-02
737,2024-04-24,0,control,2024-04,2024-04
867,2024-04-06,0,variant,2024-03,2024-04
794,2024-07-08,0,control,2024-06,2024-07
520,2024-05-29,0,variant,2024-05,2024-05
100,2024-06-18,0,control,2024-06,2024-06
752,2024-02-23,1,control,2024-02,2024-02
478,2024-05-17,1,control,2024-05,2024-05
599,2024-03-24,0,control,2024-03,2024-03
298,2024-03-17,0,variant,2024-03,2024-03
940,2024-03-17,0,control,2024-02,2024-03
526,2024-04-24,0,control,2024-04,2024-04
334,2024-06-23,0,control,2024-06,2024-06
2,2024-05-16,1,control,2024-05,2024-05
375,2024-06-05,0,control,2024-06,2024-06
293,2024-04-04,0,control,2024-04,2024-04
837,2024-03-01,0,variant,2024-02,2024-03
934,2024-03-30,0,control,2024-03,2024-03
553,2024-05-22,0,control,2024-05,2024-05
318,2024-02-24,0,variant,2024-02,2024-02
502,2024-06-24,0,control,2024-06,2024-06
828,2024-05-25,0,control,2024-04,2024-05
381,2024-03-15,0,variant,2024-03,2024-03
623,2024-05-09,0,control,2024-05,2024-05
14,2024-02-22,1,variant,2024-02,2024-02
504,2024-05-16,0,control,2024-05,2024-05
231,2024-01-21,1,variant,2024-01,2024-01
985,2024-03-29,0,variant,2024-03,2024-03
84,2024-06-26,0,control,2024-06,2024-06
130,2024-05-31,0,control,2024-05,2024-05
743,2024-06-21,0,control,2024-06,2024-06
838,2024-04-16,1,control,2024-04,2024-04
145,2024-02-06,1,variant,2024-01,2024-02
891,2024-02-27,0,variant,2024-02,2024-02
857,2024-04-01,0,control,2024-03,2024-04
28,2024-05-07,0,variant,2024-04,2024-05
66,2024-03-20,1,control,2024-03,2024-03
163,2024-02-27,0,variant,2024-02,2024-02
229,2024-06-01,0,variant,2024-05,2024-06
261,2024-06-28,0,variant,2024-06,2024-06
449,2024-06-18,0,control,2024-06,2024-06
424,2024-03-22,1,variant,2024-03,2024-03
460,2024-02-15,0,control,2024-01,2024-02
952,2024-07-08,0,variant,2024-06,2024-07
676,2024-06-17,0,control,2024-06,2024-06
301,2024-02-07,0,control,2024-01,2024-02
919,2024-06-23,0,variant,2024-06,2024-06
303,2024-06-19,0,variant,2024-06,2024-06
287,2024-03-28,1,control,2024-03,2024-03
395,2024-05-11,0,variant,2024-04,2024-05
10,2024-06-24,0,variant,2024-06,2024-06
707,2024-03-10,0,variant,2024-03,2024-03
630,2024-06-12,0,variant,2024-05,2024-06
270,2024-01-05,1,control,2024-01,2024-01
592,2024-03-24,0,variant,2024-03,2024-03
970,2024-06-12,0,control,2024-06,2024-06
605,2024-06-28,0,control,2024-06,2024-06
778,2024-02-22,0,variant,2024-02,2024-02
844,2024-02-06,0,variant,2024-02,2024-02
862,2024-07-16,1,variant,2024-06,2024-07
361,2024-03-06,0,variant,2024-03,2024-03
257,2024-04-05,0,variant,2024-04,2024-04
133,2024-02-23,0,control,2024-02,2024-02
276,2024-07-04,0,variant,2024-06,2024-07
776,2024-04-27,0,control,2024-04,2024-04
683,2024-04-08,1,variant,2024-03,2024-04
972,2024-04-24,0,variant,2024-04,2024-04
513,2024-01-16,0,variant,2024-01,2024-01
313,2024-05-25,0,control,2024-05,2024-05
576,2024-02-18,0,variant,2024-02,2024-02
886,2024-03-09,0,variant,2024-03,2024-03
980,2024-03-04,1,variant,2024-03,2024-03
284,2024-05-24,0,control,2024-05,2024-05
121,2024-05-31,1,variant,2024-05,2024-05
107,2024-04-17,0,variant,2024-04,2024-04
933,2024-04-19,0,variant,2024-04,2024-04
687,2024-01-25,0,variant,2024-01,2024-01
997,2024-03-03,0,control,2024-02,2024-03
204,2024-06-02,0,control,2024-06,2024-06
165,2024-03-06,0,control,2024-02,2024-03
305,2024-06-26,0,control,2024-06,2024-06
497,2024-02-20,0,variant,2024-02,2024-02
632,2024-02-06,1,control,2024-01,2024-02
556,2024-03-31,0,control,2024-03,2024-03
824,2024-05-13,1,control,2024-05,2024-05
156,2024-02-27,0,variant,2024-02,2024-02
367,2024-06-05,0,control,2024-06,2024-06
719,2024-03-21,0,control,2024-03,2024-03
902,2024-02-25,0,control,2024-02,2024-02
620,2024-06-10,1,control,2024-05,2024-06
251,2024-05-23,0,variant,2024-05,2024-05
957,2024-05-28,1,control,2024-05,2024-05
916,2024-07-02,1,variant,2024-06,2024-07
882,2024-01-24,0,variant,2024-01,2024-01
334,2024-06-17,1,variant,2024-06,2024-06
642,2024-02-26,0,variant,2024-02,2024-02
969,2024-06-23,1,variant,2024-06,2024-06
511,2024-02-28,0,control,2024-02,2024-02
293,2024-04-21,0,variant,2024-04,2024-04
20,2024-02-11,1,control,2024-01,2024-02
282,2024-01-22,0,control,2024-01,2024-01
797,2024-03-01,0,variant,2024-03,2024-03
1,2024-05-02,0,variant,2024-04,2024-05
119,2024-04-28,0,variant,2024-04,2024-04
35,2024-03-20,0,variant,2024-03,2024-03
198,2024-06-30,0,control,2024-06,2024-06
485,2024-01-04,0,variant,2024-01,2024-01
757,2024-03-23,0,control,2024-03,2024-03
59,2024-02-23,0,control,2024-02,2024-02
837,2024-03-13,0,variant,2024-02,2024-03
161,2024-02-15,0,control,2024-02,2024-02
691,2024-06-12,0,variant,2024-06,2024-06
206,2024-02-26,1,variant,2024-02,2024-02
12,2024-02-02,0,control,2024-01,2024-02
490,2024-04-05,0,variant,2024-03,2024-04
276,2024-06-27,1,variant,2024-06,2024-06
693,2024-02-28,0,control,2024-02,2024-02
242,2024-02-10,0,control,2024-02,2024-02
216,2024-02-21,0,variant,2024-02,2024-02
251,2024-05-22,1,control,2024-05,2024-05
811,2024-01-20,0,variant,2024-01,2024-01
126,2024-04-21,0,control,2024-04,2024-04
994,2024-03-12,0,variant,2024-02,2024-03
217,2024-06-09,0,variant,2024-06,2024-06
306,2024-01-23,0,control,2024-01,2024-01
797,2024-03-17,0,variant,2024-03,2024-03
185,2024-07-16,0,variant,2024-06,2024-07
39,2024-03-06,0,variant,2024-02,2024-03
223,2024-05-13,0,variant,2024-04,2024-05
184,2024-02-05,0,variant,2024-01,2024-02
495,2024-04-01,0,variant,2024-03,2024-04
427,2024-06-13,1,variant,2024-05,2024-06
178,2024-04-26,0,variant,2024-04,2024-04
919,2024-06-12,0,control,2024-06,2024-06
428,2024-04-24,1,variant,2024-04,2024-04
294,2024-01-26,0,control,2024-01,2024-01
852,2024-01-21,0,control,2024-01,2024-01
151,2024-03-10,0,control,2024-03,2024-03
384,2024-04-30,0,control,2024-04,2024-04
638,2024-05-05,1,control,2024-04,2024-05
813,2024-03-11,0,control,2024-03,2024-03
308,2024-04-10,0,control,2024-04,2024-04
336,2024-06-04,0,variant,2024-05,2024-06
946,2024-05-23,0,control,2024-05,2024-05
746,2024-05-21,0,control,2024-05,2024-05
892,2024-02-16,0,control,2024-02,2024-02
375,2024-06-05,0,control,2024-06,2024-06
8,2024-04-03,0,control,2024-03,2024-04
341,2024-03-08,1,variant,2024-03,2024-03
129,2024-01-17,0,variant,2024-01,2024-01
776,2024-04-07,0,variant,2024-04,2024-04
669,2024-01-09,0,variant,2024-01,2024-01
352,2024-06-13,0,control,2024-06,2024-06
358,2024-06-22,0,control,2024-06,2024-06
517,2024-02-08,0,control,2024-02,2024-02
495,2024-04-04,0,variant,2024-03,2024-04
86,2024-02-29,0,control,2024-02,2024-02
175,2024-06-16,1,variant,2024-06,2024-06
802,2024-04-17,0,control,2024-03,2024-04
193,2024-01-20,0,control,2024-01,2024-01
311,2024-04-01,0,variant,2024-03,2024-04
119,2024-04-10,0,variant,2024-04,2024-04
218,2024-03-21,0,variant,2024-03,2024-03
427,2024-06-09,1,variant,2024-05,2024-06
970,2024-06-07,0,variant,2024-06,2024-06
414,2024-06-05,0,variant,2024-05,2024-06
114,2024-04-10,0,variant,2024-04,2024-04
978,2024-02-22,1,control,2024-02,2024-02
145,2024-02-11,0,variant,2024-01,2024-02
538,2024-04-17,0,variant,2024-04,2024-04
648,2024-02-10,0,control,2024-02,2024-02
303,2024-06-06,0,variant,2024-06,2024-06
744,2024-04-05,0,variant,2024-03,2024-04
881,2024-02-25,0,control,2024-02,2024-02
588,2024-06-01,0,control,2024-05,2024-06
987,2024-01-19,0,control,2024-01,2024-01
840,2024-07-06,1,variant,2024-06,2024-07
345,2024-03-28,0,variant,2024-03,2024-03
814,2024-03-29,1,control,2024-03,2024-03
964,2024-06-26,0,variant,2024-06,2024-06
801,2024-07-02,0,control,2024-06,2024-07
1,2024-04-30,0,variant,2024-04,2024-04
147,2024-06-21,0,control,2024-06,2024-06
287,2024-04-01,0,control,2024-03,2024-04
976,2024-04-02,0,variant,2024-04,2024-04
654,2024-05-28,0,control,2024-05,2024-05
53,2024-06-30,0,control,2024-06,2024-06
304,2024-04-16,0,control,2024-03,2024-04
69,2024-05-22,0,control,2024-05,2024-05
361,2024-03-31,0,control,2024-03,2024-03
602,2024-04-05,0,variant,2024-03,2024-04
958,2024-05-08,0,variant,2024-05,2024-05
220,2024-02-26,1,variant,2024-02,2024-02
962,2024-04-26,1,variant,2024-04,2024-04
704,2024-04-07,0,control,2024-02,2024-04
966,2024-01-22,0,control,2024-01,2024-01
575,2024-04-03,0,control,2024-03,2024-04
585,2024-02-28,0,variant,2024-02,2024-02
161,2024-02-14,0,variant,2024-02,2024-02
681,2024-01-10,0,control,2024-01,2024-01
89,2024-08-07,0,control,2024-05,2024-08
688,2024-03-30,0,variant,2024-03,2024-03
781,2024-07-03,0,variant,2024-06,2024-07
585,2024-03-06,0,variant,2024-02,2024-03
757,2024-03-17,0,control,2024-03,2024-03
589,2024-05-01,0,variant,2024-04,2024-05
159,2024-05-20,1,control,2024-05,2024-05
489,2024-02-20,0,variant,2024-02,2024-02
971,2024-07-10,0,variant,2024-06,2024-07
324,2024-04-24,0,variant,2024-04,2024-04
610,2024-04-24,0,control,2024-04,2024-04
381,2024-03-11,0,control,2024-03,2024-03
102,2024-04-18,0,control,2024-04,2024-04
494,2024-05-25,0,control,2024-05,2024-05
644,2024-02-15,1,variant,2024-01,2024-02
614,2024-05-08,0,variant,2024-04,2024-05
19,2024-04-06,1,control,2024-03,2024-04
454,2024-05-14,0,control,2024-05,2024-05
482,2024-06-18,1,control,2024-06,2024-06
594,2024-03-21,0,variant,2024-03,2024-03
397,2024-04-20,0,variant,2024-03,2024-04
279,2024-01-30,0,control,2024-01,2024-01
851,2024-05-19,0,control,2024-05,2024-05
365,2024-01-29,0,variant,2024-01,2024-01
331,2024-04-22,0,variant,2024-04,2024-04
641,2024-03-11,1,control,2024-03,2024-03
344,2024-04-19,1,variant,2024-03,2024-04
822,2024-07-05,0,variant,2024-06,2024-07
455,2024-04-27,0,variant,2024-04,2024-04
601,2024-02-12,0,variant,2024-02,2024-02
725,2024-02-28,0,control,2024-02,2024-02
655,2024-05-09,0,variant,2024-05,2024-05
65,2024-04-30,0,control,2024-04,2024-04
76,2024-06-23,1,control,2024-06,2024-06
711,2024-03-25,0,control,2024-03,2024-03
143,2024-01-19,0,control,2024-01,2024-01
917,2024-04-14,0,control,2024-03,2024-04
915,2024-01-06,0,variant,2024-01,2024-01
828,2024-04-25,0,variant,2024-04,2024-04
605,2024-06-22,0,variant,2024-06,2024-06
473,2024-03-01,0,control,2024-02,2024-03
417,2024-06-19,0,control,2024-06,2024-06
305,2024-06-23,0,variant,2024-06,2024-06
736,2024-02-02,0,control,2024-01,2024-02
497,2024-04-02,0,variant,2024-02,2024-04
291,2024-01-03,0,control,2024-01,2024-01
940,2024-02-03,0,variant,2024-02,2024-02
102,2024-04-17,0,control,2024-04,2024-04
986,2024-02-04,0,variant,2024-01,2024-02
267,2024-06-22,1,variant,2024-06,2024-06
867,2024-04-12,0,variant,2024-03,2024-04
968,2024-06-23,1,variant,2024-06,2024-06
622,2024-01-19,0,control,2024-01,2024-01
974,2024-05-16,0,variant,2024-05,2024-05
842,2024-04-24,1,control,2024-04,2024-04
962,2024-04-18,0,variant,2024-04,2024-04
942,2024-05-08,0,control,2024-05,2024-05
777,2024-01-26,0,variant,2024-01,2024-01
3,2024-02-26,1,variant,2024-02,2024-02
85,2024-04-22,0,control,2024-04,2024-04
794,2024-07-29,0,control,2024-06,2024-07
328,2024-05-04,0,control,2024-05,2024-05
816,2024-05-26,1,variant,2024-05,2024-05
450,2024-03-23,0,control,2024-03,2024-03
454,2024-05-11,0,variant,2024-05,2024-05
924,2024-03-28,0,variant,2024-03,2024-03
629,2024-05-25,0,variant,2024-05,2024-05
221,2024-03-10,0,variant,2024-02,2024-03
154,2024-01-23,0,control,2024-01,2024-01
665,2024-03-17,0,variant,2024-03,2024-03
12,2024-02-17,0,variant,2024-01,2024-02
133,2024-03-05,0,variant,2024-02,2024-03
994,2024-02-28,0,variant,2024-02,2024-02
304,2024-03-12,0,variant,2024-03,2024-03
293,2024-04-20,0,control,2024-04,2024-04
975,2024-06-12,0,variant,2024-06,2024-06
300,2024-02-19,1,variant,2024-02,2024-02
740,2024-01-19,0,variant,2024-01,2024-01
783,2024-06-21,0,variant,2024-06,2024-06
43,2024-07-02,0,control,2024-06,2024-07
944,2024-06-28,0,variant,2024-06,2024-06
343,2024-02-08,1,variant,2024-02,2024-02
326,2024-02-27,1,control,2024-01,2024-02
814,2024-03-19,0,variant,2024-03,2024-03
498,2024-02-03,0,control,2024-01,2024-02
364,2024-04-05,0,variant,2024-03,2024-04
891,2024-02-24,0,control,2024-02,2024-02
427,2024-06-01,0,variant,2024-05,2024-06
21,2024-02-02,0,control,2024-02,2024-02
407,2024-04-01,0,control,2024-03,2024-04
619,2024-03-16,0,control,2024-03,2024-03
336,2024-06-03,0,control,2024-05,2024-06
815,2024-07-08,0,variant,2024-06,2024-07
117,2024-01-29,0,control,2024-01,2024-01
124,2024-01-17,0,variant,2024-01,2024-01
399,2024-03-12,0,variant,2024-03,2024-03
793,2024-02-13,0,variant,2024-02,2024-02
804,2024-04-07,0,variant,2024-03,2024-04
715,2024-04-21,0,control,2024-04,2024-04
51,2024-03-21,0,control,2024-03,2024-03
783,2024-06-20,1,variant,2024-06,2024-06
324,2024-04-18,0,control,2024-04,2024-04
789,2024-02-25,0,variant,2024-02,2024-02
141,2024-01-08,0,control,2024-01,2024-01
470,2024-05-16,1,variant,2024-04,2024-05
787,2024-05-05,0,control,2024-04,2024-05
802,2024-03-19,0,variant,2024-03,2024-03
334,2024-06-18,0,control,2024-06,2024-06
893,2024-02-25,0,control,2024-02,2024-02
964,2024-07-01,0,variant,2024-06,2024-07
373,2024-01-11,0,control,2024-01,2024-01
564,2024-06-27,0,variant,2024-06,2024-06
494,2024-06-07,0,variant,2024-05,2024-06
539,2024-01-25,0,control,2024-01,2024-01
669,2024-01-16,1,variant,2024-01,2024-01
751,2024-06-28,0,control,2024-06,2024-06
156,2024-03-11,0,variant,2024-02,2024-03
291,2024-01-28,0,variant,2024-01,2024-01
648,2024-02-02,1,variant,2024-02,2024-02
144,2024-01-10,0,control,2024-01,2024-01
106,2024-02-07,0,control,2024-01,2024-02
420,2024-03-10,0,variant,2024-02,2024-03
670,2024-03-07,0,control,2024-02,2024-03
658,2024-01-30,0,control,2024-01,2024-01
2,2024-05-20,0,variant,2024-05,2024-05
945,2024-05-13,0,variant,2024-05,2024-05
589,2024-04-30,1,control,2024-04,2024-04
644,2024-01-25,0,control,2024-01,2024-01
90,2024-06-06,0,control,2024-06,2024-06
345,2024-03-28,1,control,2024-03,2024-03
350,2024-02-13,1,control,2024-02,2024-02
459,2024-06-17,0,control,2024-06,2024-06
263,2024-04-18,1,variant,2024-04,2024-04
351,2024-05-25,0,variant,2024-05,2024-05
108,2024-01-31,0,control,2024-01,2024-01
586,2024-06-23,1,control,2024-06,2024-06
39,2024-03-01,0,variant,2024-02,2024-03
909,2024-04-19,0,control,2024-04,2024-04
159,2024-06-05,0,variant,2024-05,2024-06
583,2024-06-11,0,variant,2024-06,2024-06
959,2024-07-10,0,variant,2024-06,2024-07
312,2024-04-03,0,control,2024-03,2024-04
241,2024-05-28,1,variant,2024-05,2024-05
938,2024-05-12,0,variant,2024-04,2024-05
445,2024-05-27,0,variant,2024-05,2024-05
298,2024-03-18,1,variant,2024-03,2024-03
952,2024-06-25,0,control,2024-06,2024-06
36,2024-01-26,0,control,2024-01,2024-01
84,2024-07-21,0,variant,2024-06,2024-07
452,2024-01-15,0,variant,2024-01,2024-01
886,2024-03-10,0,variant,2024-03,2024-03
775,2024-06-03,0,variant,2024-05,2024-06
822,2024-07-07,0,control,2024-06,2024-07
385,2024-04-05,0,control,2024-04,2024-04
172,2024-04-13,0,variant,2024-04,2024-04
376,2024-02-21,0,control,2024-02,2024-02
685,2024-01-04,0,variant,2024-01,2024-01
362,2024-03-12,0,control,2024-02,2024-03
559,2024-03-29,0,variant,2024-03,2024-03
891,2024-03-09,1,variant,2024-02,2024-03
141,2024-01-19,0,control,2024-01,2024-01
887,2024-05-03,1,control,2024-05,2024-05
918,2024-03-24,0,variant,2024-03,2024-03
118,2024-03-01,1,variant,2024-02,2024-03
277,2024-06-19,0,variant,2024-06,2024-06
726,2024-07-01,0,control,2024-05,2024-07
220,2024-02-20,0,control,2024-02,2024-02
905,2024-04-23,0,control,2024-04,2024-04
26,2024-05-31,0,control,2024-05,2024-05
521,2024-02-09,0,variant,2024-01,2024-02
783,2024-06-19,0,variant,2024-06,2024-06
10,2024-06-26,0,control,2024-06,2024-06
984,2024-05-28,0,control,2024-05,2024-05
378,2024-06-12,0,control,2024-06,2024-06
633,2024-02-26,0,variant,2024-02,2024-02
637,2024-05-09,0,variant,2024-04,2024-05
682,2024-04-10,0,variant,2024-04,2024-04
584,2024-05-26,0,control,2024-05,2024-05
152,2024-04-14,0,variant,2024-04,2024-04
720,2024-03-29,0,control,2024-03,2024-03
49,2024-04-29,0,control,2024-04,2024-04
154,2024-01-17,0,variant,2024-01,2024-01
859,2024-05-13,0,variant,2024-05,2024-05
293,2024-04-06,1,control,2024-04,2024-04
580,2024-03-02,0,control,2024-02,2024-03
50,2024-02-25,0,control,2024-02,2024-02
664,2024-05-31,0,control,2024-05,2024-05
531,2024-04-15,0,variant,2024-04,2024-04
612,2024-03-19,0,variant,2024-03,2024-03
60,2024-01-19,0,control,2024-01,2024-01
167,2024-06-16,1,control,2024-06,2024-06
202,2024-05-16,1,control,2024-05,2024-05
857,2024-04-24,0,variant,2024-03,2024-04
146,2024-03-22,0,control,2024-03,2024-03
915,2024-01-13,0,variant,2024-01,2024-01
676,2024-06-27,0,control,2024-06,2024-06
970,2024-06-05,1,variant,2024-06,2024-06
993,2024-01-16,0,variant,2024-01,2024-01
439,2024-05-29,0,variant,2024-05,2024-05
242,2024-02-08,0,variant,2024-02,2024-02
581,2024-02-06,0,variant,2024-02,2024-02
687,2024-01-24,1,variant,2024-01,2024-01
561,2024-02-20,0,control,2024-02,2024-02
483,2024-04-24,0,control,2024-03,2024-04
108,2024-01-26,0,control,2024-01,2024-01
226,2024-04-13,0,variant,2024-04,2024-04
673,2024-03-02,0,variant,2024-03,2024-03
631,2024-04-06,0,control,2024-04,2024-04
661,2024-03-15,0,variant,2024-03,2024-03
977,2024-07-01,1,variant,2024-06,2024-07
662,2024-04-21,0,variant,2024-04,2024-04
432,2024-02-11,0,variant,2024-02,2024-02
805,2024-04-16,0,variant,2024-04,2024-04
655,2024-05-08,0,control,2024-05,2024-05
419,2024-05-20,0,control,2024-05,2024-05
988,2024-03-17,1,variant,2024-03,2024-03
455,2024-04-23,0,control,2024-04,2024-04
160,2024-02-24,0,control,2024-02,2024-02
523,2024-03-18,0,variant,2024-03,2024-03
650,2024-04-03,0,variant,2024-03,2024-04
969,2024-07-10,1,variant,2024-06,2024-07
590,2024-06-30,0,control,2024-06,2024-06
77,2024-06-20,1,variant,2024-06,2024-06
509,2024-01-19,1,control,2024-01,2024-01
441,2024-05-27,0,control,2024-04,2024-05
254,2024-01-20,0,variant,2024-01,2024-01
921,2024-05-18,1,control,2024-05,2024-05
770,2024-04-02,0,control,2024-04,2024-04
320,2024-05-04,0,variant,2024-04,2024-05
803,2024-01-16,0,control,2024-01,2024-01
263,2024-04-19,0,variant,2024-04,2024-04
597,2024-03-29,0,variant,2024-03,2024-03
658,2024-03-03,0,variant,2024-01,2024-03
835,2024-04-01,0,control,2024-03,2024-04
554,2024-03-16,1,variant,2024-03,2024-03
374,2024-02-07,0,control,2024-01,2024-02
637,2024-05-08,0,variant,2024-04,2024-05
167,2024-06-13,0,control,2024-06,2024-06
937,2024-01-24,0,control,2024-01,2024-01
753,2024-01-08,0,variant,2024-01,2024-01
459,2024-06-18,0,control,2024-06,2024-06
999,2024-01-23,0,control,2024-01,2024-01
280,2024-03-09,0,control,2024-03,2024-03
700,2024-03-28,0,variant,2024-03,2024-03
302,2024-04-05,1,control,2024-04,2024-04
531,2024-04-18,0,control,2024-04,2024-04
580,2024-03-15,1,control,2024-02,2024-03
218,2024-03-25,1,variant,2024-03,2024-03
102,2024-04-21,0,variant,2024-04,2024-04
554,2024-04-06,0,control,2024-03,2024-04
288,2024-04-11,0,control,2024-03,2024-04
167,2024-06-15,1,control,2024-06,2024-06
621,2024-04-22,0,control,2024-04,2024-04
36,2024-02-04,0,control,2024-01,2024-02
744,2024-04-09,0,control,2024-03,2024-04
741,2024-03-23,0,variant,2024-02,2024-03
353,2024-04-05,0,variant,2024-03,2024-04
676,2024-06-26,0,control,2024-06,2024-06
899,2024-07-02,0,variant,2024-06,2024-07
73,2024-05-26,0,variant,2024-05,2024-05
648,2024-02-04,0,variant,2024-02,2024-02
353,2024-03-20,0,variant,2024-03,2024-03
891,2024-03-04,0,control,2024-02,2024-03
70,2024-05-08,0,control,2024-04,2024-05
425,2024-02-08,0,variant,2024-01,2024-02
999,2024-01-20,1,control,2024-01,2024-01
708,2024-05-21,0,control,2024-05,2024-05
781,2024-06-18,0,control,2024-06,2024-06
561,2024-02-23,0,control,2024-02,2024-02
828,2024-05-05,0,variant,2024-04,2024-05
642,2024-03-01,0,control,2024-02,2024-03
956,2024-06-12,0,control,2024-04,2024-06
517,2024-02-04,0,control,2024-02,2024-02
428,2024-04-24,0,control,2024-04,2024-04
539,2024-01-18,0,variant,2024-01,2024-01
160,2024-02-27,0,control,2024-02,2024-02
149,2024-02-16,0,variant,2024-01,2024-02
776,2024-04-12,0,variant,2024-04,2024-04
230,2024-07-11,0,variant,2024-06,2024-07
712,2024-04-07,1,control,2024-04,2024-04
562,2024-04-05,0,control,2024-03,2024-04
67,2024-06-05,0,variant,2024-06,2024-06
812,2024-07-03,0,variant,2024-06,2024-07
381,2024-03-14,0,control,2024-03,2024-03
58,2024-03-31,0,control,2024-03,2024-03
259,2024-03-12,0,control,2024-03,2024-03
342,2024-07-17,0,variant,2024-06,2024-07
838,2024-04-16,0,control,2024-04,2024-04
130,2024-05-20,0,variant,2024-05,2024-05
727,2024-07-16,0,variant,2024-06,2024-07
172,2024-04-14,0,variant,2024-04,2024-04
770,2024-04-04,0,variant,2024-04,2024-04
614,2024-05-03,0,control,2024-04,2024-05
209,2024-05-09,1,variant,2024-05,2024-05
803,2024-02-09,0,variant,2024-01,2024-02
354,2024-02-19,0,variant,2024-02,2024-02
471,2024-03-09,0,control,2024-03,2024-03
798,2024-08-09,0,variant,2024-06,2024-08
116,2024-04-18,0,control,2024-04,2024-04
264,2024-02-26,1,control,2024-02,2024-02
662,2024-04-17,0,variant,2024-04,2024-04
812,2024-06-17,0,variant,2024-06,2024-06
442,2024-05-16,0,variant,2024-05,2024-05
548,2024-03-26,0,control,2024-02,2024-03
453,2024-06-27,0,variant,2024-06,2024-06
845,2024-03-22,0,control,2024-03,2024-03
477,2024-03-05,0,variant,2024-02,2024-03
287,2024-04-07,0,control,2024-03,2024-04
303,2024-07-02,0,variant,2024-06,2024-07
311,2024-04-20,1,variant,2024-03,2024-04
208,2024-03-04,0,control,2024-02,2024-03
618,2024-07-11,0,control,2024-06,2024-07
446,2024-04-29,0,variant,2024-04,2024-04
670,2024-03-06,0,variant,2024-02,2024-03
633,2024-02-27,1,variant,2024-02,2024-02
55,2024-04-06,1,variant,2024-04,2024-04
912,2024-06-05,0,control,2024-05,2024-06
